419,396,3
391,135,3
472,586,3
20,470,3
822,195,3
956,650,3
528,633,3
623,303,3
458,56,3
459,160,3
37,61,3
325,480,3
583,76,3
0,335,3
866,203,3
900,687,3
940,740,3
834,53,3
325,194,3
724,733,3
845,537,3
659,316,3
198,176,3
545,494,3
247,96,3
114,236,3
884,498,3
824,569,3
21,621,3
704,49,3
957,767,3
662,262,3
433,755,3
196,648,3
392,147,3
402,89,3
734,211,3
769,313,3
964,432,3
303,277,3
706,764,3
779,64,3
578,585,3
591,610,3
488,291,3
679,318,3
924,151,3
705,713,3
527,258,3
155,384,3
75,502,3
224,736,3
783,280,3
416,748,3
333,612,3
28,233,3
227,575,3
680,425,3
777,330,3
519,508,3
