294,227,8
282,221,8
304,210,8
304,219,8
282,238,8
301,231,8
274,248,8
309,225,8
317,212,8
263,246,8
282,237,8
332,216,8
300,201,8
324,226,8
326,209,8
251,242,8
288,250,8
291,209,8
244,251,8
311,209,8
276,239,8
239,246,8
313,206,8
325,202,8
327,216,8
308,201,8
317,189,8
299,222,8
324,224,8
330,232,8
341,223,8
286,230,8
315,218,8
335,226,8
337,237,8
283,209,8
246,234,8
290,241,8
296,205,8
346,216,8
277,217,8
268,217,8
318,199,8
291,193,8
264,228,8
278,207,8
262,209,8
314,236,8
321,224,8
344,206,8
319,197,8
323,237,8
271,251,8
285,216,8
241,261,8
296,237,8
310,235,8
254,258,8
298,213,8
254,250,8
311,248,8
230,252,8
289,202,8
264,257,8
257,269,8
277,221,8
302,246,8
294,249,8
306,258,8
301,187,8
333,241,8
357,210,8
272,209,8
237,259,8
315,186,8
272,235,8
341,215,8
307,195,8
305,196,8
270,214,8
282,198,8
261,265,8
337,210,8
351,212,8
255,233,8
331,191,8
335,202,8
288,226,8
322,243,8
298,248,8
334,224,8
274,200,8
270,208,8
298,190,8
284,197,8
323,234,8
242,230,8
253,261,8
312,271,8
259,282,8
304,181,8
340,245,8
224,248,8
264,222,8
278,197,8
293,236,8
331,230,8
255,219,8
252,231,8
299,198,8
281,253,8
322,207,8
248,258,8
346,238,8
237,257,8
248,289,8
302,268,8
350,235,8
358,236,8
358,231,8
244,269,8
277,264,8
316,196,8
299,184,8
351,226,8
324,192,8
339,236,8
316,269,8
286,261,8
288,247,8
272,230,8
271,196,8
264,240,8
310,190,8
349,201,8
298,260,8
270,232,8
291,190,8
265,220,8
250,214,8
265,254,8
274,258,8
227,266,8
234,274,8
332,250,8
349,190,8
319,257,8
263,203,8
281,231,8
259,226,8
315,175,8
268,274,8
256,207,8
324,186,8
287,189,8
259,241,8
276,188,8
293,181,8
271,191,8
296,174,8
220,234,8
235,243,8
250,274,8
287,185,8
248,219,8
254,195,8
342,198,8
252,200,8
295,258,8
349,226,8
233,241,8
247,210,8
241,240,8
338,236,8
235,227,8
231,242,8
326,274,8
280,180,8
358,220,8
217,244,8
290,272,8
290,179,8
322,174,8
333,225,8
280,273,8
353,223,8
248,206,8
243,226,8
339,254,8
317,231,8
242,220,8
276,277,8
240,285,8
252,196,8
263,237,8
321,241,8
359,219,8
316,230,8
310,168,8
372,218,8
341,187,8
276,184,8
266,288,8
291,172,8
293,268,8
265,197,8
308,179,8
299,276,8
233,209,8
262,189,8
230,231,8
303,256,8
367,241,8
237,269,8
249,282,8
227,214,8
228,265,8
376,233,8
270,177,8
282,172,8
270,266,8
293,258,8
338,194,8
278,164,8
288,276,8
210,255,8
357,207,8
379,247,8
288,259,8
223,220,8
350,213,8
354,208,8
237,268,8
248,245,8
315,259,8
301,167,8
273,174,8
289,159,8
245,297,8
276,220,8
365,227,8
298,166,8
338,255,8
241,189,8
216,226,8
361,196,8
277,157,8
348,249,8
332,180,8
325,254,8
367,214,8
268,185,8
276,165,8
237,216,8
349,236,8
238,178,8
319,164,8
197,254,8
315,174,8
247,170,8
340,179,8
241,201,8
305,179,8
334,175,8
292,167,8
266,283,8
361,244,8
349,225,8
261,183,8
367,211,8
253,177,8
304,254,8
356,219,8
321,252,8
295,283,8
334,264,8
348,246,8
242,197,8
365,208,8
310,272,8
333,200,8
215,253,8
279,287,8
286,167,8
315,163,8
353,197,8
381,225,8
264,275,8
252,270,8
284,161,8
338,248,8
379,242,8
257,170,8
286,157,8
358,260,8
358,253,8
368,254,8
268,165,8
302,159,8
386,235,8
242,278,8
323,268,8
290,150,8
264,288,8
283,268,8
379,210,8
347,262,8
255,292,8
338,187,8
319,158,8
262,177,8
373,241,8
237,161,8
288,290,8
351,170,8
273,162,8
224,265,8
256,158,8
331,153,8
297,156,8
270,154,8
224,242,8
377,212,8
271,144,8
376,253,8
267,151,8
247,186,8
370,235,8
232,286,8
303,289,8
367,224,8
211,237,8
257,191,8
253,297,8
299,275,8
290,287,8
280,149,8
269,297,8
231,279,8
274,289,8
319,283,8
384,217,8
304,241,8
280,296,8
225,256,8
390,224,8
241,294,8
319,280,8
255,185,8
207,266,8
233,188,8
384,232,8
377,227,8
305,282,8
339,271,8
287,283,8
367,255,8
264,156,8
301,151,8
339,166,8
304,136,8
309,156,8
331,170,8
240,305,8
217,266,8
229,287,8
377,225,8
328,168,8
316,284,8
296,301,8
261,143,8
242,210,8
347,278,8
226,175,8
215,262,8
237,174,8
263,298,8
236,196,8
354,258,8
213,250,8
210,230,8
263,168,8
297,299,8
344,262,8
387,208,8
315,143,8
338,186,8
354,271,8
298,293,8
312,282,8
310,132,8
342,293,8
199,239,8
249,282,8
265,288,8
367,203,8
361,281,8
328,152,8
262,310,8
232,223,8
373,267,8
403,219,8
225,197,8
227,206,8
399,236,8
373,196,8
332,265,8
231,221,8
347,259,8
226,212,8
390,218,8
400,226,8
359,190,8
224,230,8
202,269,8
349,183,8
400,207,8
228,276,8
286,144,8
236,237,8
288,303,8
345,173,8
202,263,8
216,211,8
333,260,8
303,312,8
341,163,8
223,279,8
351,180,8
209,274,8
415,227,8
236,182,8
327,166,8
222,273,8
351,285,8
323,135,8
427,229,8
328,248,8
296,142,8
350,165,8
375,209,8
226,189,8
214,207,8
251,168,8
381,261,8
206,242,8
383,273,8
214,245,8
230,182,8
219,202,8
206,202,8
234,297,8
244,166,8
272,139,8
355,253,8
323,292,8
359,164,8
219,275,8
270,174,8
309,148,8
213,215,8
395,235,8
204,249,8
332,282,8
276,287,8
326,265,8
267,163,8
308,308,8
366,273,8
209,236,8
297,135,8
192,275,8
372,265,8
265,149,8
292,298,8
374,278,8
363,268,8
330,144,8
329,162,8
344,214,8
223,299,8
434,234,8
442,232,8
276,304,8
299,315,8
334,291,8
357,155,8
312,298,8
350,180,8
411,212,8
391,263,8
317,306,8
234,309,8
305,175,8
268,139,8
344,175,8
320,293,8
347,153,8
387,245,8
235,324,8
205,281,8
454,241,8
324,141,8
359,178,8
339,285,8
325,163,8
196,247,8
324,300,8
259,165,8
202,231,8
341,270,8
207,195,8
222,292,8
246,276,8
325,152,8
207,260,8
226,288,8
196,228,8
349,271,8
398,256,8
340,150,8
344,157,8
310,269,8
187,256,8
220,181,8
451,224,8
247,179,8
211,174,8
294,282,8
313,321,8
289,138,8
257,313,8
312,293,8
247,309,8
187,265,8
361,163,8
189,227,8
217,294,8
293,316,8
282,134,8
338,163,8
220,290,8
277,135,8
241,293,8
355,277,8
367,252,8
197,262,8
359,174,8
349,303,8
184,260,8
254,157,8
260,322,8
401,218,8
331,296,8
237,169,8
389,202,8
210,226,8
271,311,8
280,142,8
270,322,8
342,281,8
327,180,8
321,148,8
206,221,8
248,154,8
320,276,8
236,293,8
184,259,8
355,157,8
197,204,8
285,129,8
182,236,8
334,138,8
309,303,8
223,190,8
213,290,8
265,126,8
194,241,8
202,217,8
370,281,8
303,307,8
367,184,8
192,219,8
182,216,8
190,205,8
213,283,8
330,308,8
185,280,8
231,296,8
357,290,8
287,324,8
218,178,8
367,235,8
281,314,8
256,149,8
396,271,8
264,132,8
331,289,8
297,323,8
224,316,8
344,253,8
381,202,8
350,290,8
273,133,8
230,162,8
245,163,8
411,232,8
230,304,8
259,309,8
374,188,8
226,176,8
222,172,8
269,333,8
223,305,8
200,283,8
225,169,8
290,122,8
277,120,8
355,243,8
391,255,8
321,302,8
396,244,8
305,157,8
187,253,8
322,133,8
378,275,8
173,216,8
343,231,8
217,190,8
298,152,8
396,200,8
313,130,8
339,152,8
464,245,8
190,271,8
345,143,8
318,141,8
233,154,8
185,251,8
240,141,8
219,302,8
373,171,8
373,184,8
369,162,8
281,310,8
236,169,8
212,314,8
196,214,8
327,284,8
384,281,8
257,139,8
282,123,8
198,295,8
334,125,8
198,199,8
210,298,8
214,166,8
369,157,8
224,161,8
367,290,8
343,142,8
256,305,8
195,198,8
181,228,8
170,228,8
257,127,8
189,223,8
239,319,8
310,296,8
301,127,8
231,155,8
339,145,8
321,313,8
395,212,8
270,310,8
180,268,8
305,303,8
174,256,8
257,330,8
383,190,8
261,120,8
408,207,8
179,205,8
360,266,8
348,152,8
366,263,8
390,226,8
331,140,8
281,322,8
402,252,8
322,117,8
345,139,8
214,268,8
309,129,8
288,320,8
385,258,8
251,149,8
265,335,8
196,271,8
248,324,8
196,175,8
439,219,8
410,260,8
210,214,8
341,134,8
425,237,8
386,177,8
360,298,8
237,148,8
213,265,8
214,201,8
245,139,8
311,121,8
193,295,8
387,268,8
191,241,8
237,146,8
423,228,8
240,139,8
213,308,8
192,285,8
305,144,8
367,172,8
389,223,8
188,185,8
270,343,8
205,214,8
190,219,8
308,320,8
458,235,8
320,127,8
287,332,8
183,225,8
367,312,8
333,130,8
209,294,8
326,321,8
200,226,8
329,125,8
328,115,8
378,248,8
306,332,8
293,309,8
367,151,8
396,278,8
321,327,8
381,180,8
180,196,8
252,320,8
178,236,8
351,299,8
225,157,8
174,246,8
415,223,8
276,328,8
243,330,8
374,289,8
200,277,8
200,303,8
197,165,8
198,186,8
430,220,8
440,231,8
428,220,8
207,288,8
384,164,8
305,145,8
176,276,8
247,152,8
253,145,8
201,293,8
332,123,8
411,252,8
465,223,8
367,286,8
458,214,8
359,149,8
322,182,8
241,315,8
316,312,8
315,140,8
307,116,8
246,132,8
252,316,8
269,108,8
192,288,8
361,139,8
379,286,8
394,189,8
233,317,8
285,339,8
327,123,8
305,119,8
211,158,8
401,176,8
273,356,8
435,244,8
188,299,8
293,146,8
360,314,8
275,129,8
444,213,8
388,243,8
384,259,8
354,147,8
338,111,8
208,185,8
259,340,8
409,230,8
182,213,8
208,308,8
334,304,8
372,191,8
239,254,8
298,125,8
319,111,8
356,145,8
242,157,8
175,271,8
371,299,8
220,172,8
443,247,8
344,301,8
288,298,8
254,339,8
265,346,8
393,251,8
228,150,8
331,111,8
204,171,8
252,335,8
223,150,8
178,263,8
354,312,8
327,107,8
192,214,8
208,276,8
195,196,8
226,322,8
337,313,8
213,192,8
302,334,8
179,226,8
183,248,8
252,122,8
242,135,8
343,127,8
202,253,8
332,316,8
293,117,8
265,128,8
193,236,8
169,208,8
255,117,8
247,349,8
448,241,8
220,148,8
295,345,8
247,322,8
216,282,8
209,303,8
217,163,8
196,191,8
382,282,8
195,315,8
186,199,8
377,287,8
179,223,8
269,117,8
263,115,8
196,305,8
238,338,8
393,285,8
206,316,8
413,245,8
215,324,8
429,251,8
422,242,8
358,131,8
256,327,8
423,253,8
370,134,8
165,270,8
282,118,8
279,342,8
381,154,8
367,146,8
271,135,8
463,245,8
437,201,8
292,133,8
204,164,8
196,181,8
199,326,8
389,289,8
180,218,8
379,296,8
441,255,8
171,240,8
208,153,8
166,228,8
209,327,8
410,241,8
252,345,8
207,162,8
165,222,8
378,146,8
182,320,8
381,311,8
294,339,8
385,173,8
440,241,8
419,216,8
288,109,8
205,333,8
347,118,8
449,255,8
359,306,8
334,107,8
180,253,8
404,267,8
347,312,8
164,260,8
405,263,8
173,225,8
191,180,8
179,299,8
288,140,8
305,114,8
395,270,8
164,258,8
355,309,8
378,260,8
214,282,8
400,197,8
410,280,8
163,215,8
220,144,8
183,311,8
174,203,8
169,209,8
174,269,8
292,353,8
252,331,8
254,140,8
152,257,8
399,265,8
381,172,8
343,122,8
157,214,8
186,276,8
444,268,8
406,246,8
303,104,8
410,224,8
197,305,8
423,261,8
348,287,8
358,322,8
389,253,8
219,156,8
211,151,8
376,168,8
245,129,8
174,235,8
303,112,8
234,346,8
161,230,8
423,224,8
374,179,8
354,327,8
371,307,8
395,181,8
194,336,8
466,240,8
406,184,8
171,281,8
220,138,8
428,211,8
333,323,8
185,202,8
418,257,8
191,174,8
214,142,8
167,199,8
367,326,8
417,290,8
309,343,8
472,233,8
160,223,8
282,359,8
407,275,8
348,298,8
235,125,8
202,321,8
286,352,8
230,146,8
160,283,8
347,105,8
191,323,8
164,246,8
190,334,8
371,124,8
224,330,8
364,129,8
396,163,8
161,271,8
272,355,8
412,270,8
253,355,8
286,349,8
301,351,8
189,331,8
381,327,8
355,135,8
173,291,8
451,279,8
390,166,8
209,137,8
359,124,8
469,253,8
155,223,8
419,237,8
388,186,8
339,271,8
376,139,8
200,157,8
422,276,8
392,278,8
463,243,8
236,134,8
289,104,8
183,288,8
343,118,8
288,361,8
425,207,8
236,333,8
298,110,8
245,343,8
163,248,8
278,106,8
226,134,8
385,304,8
203,313,8
312,111,8
167,240,8
456,230,8
176,214,8
254,135,8
366,146,8
166,282,8
219,141,8
169,253,8
270,104,8
384,310,8
163,293,8
281,338,8
380,129,8
194,151,8
253,369,8
312,103,8
161,242,8
332,333,8
378,304,8
367,219,8
404,149,8
260,357,8
196,282,8
162,259,8
350,323,8
455,251,8
320,107,8
406,242,8
152,227,8
353,320,8
451,237,8
187,288,8
426,190,8
319,341,8
412,198,8
215,125,8
186,180,8
366,116,8
186,170,8
151,236,8
203,210,8
182,329,8
190,317,8
421,206,8
410,195,8
206,144,8
475,244,8
379,118,8
404,214,8
448,254,8
216,339,8
322,180,8
282,351,8
247,123,8
394,134,8
219,318,8
292,99,8
157,274,8
198,132,8
367,336,8
174,264,8
456,269,8
306,101,8
273,95,8
286,95,8
217,333,8
468,233,8
394,150,8
157,286,8
418,238,8
292,342,8
406,233,8
230,338,8
242,357,8
471,216,8
465,255,8
315,101,8
313,358,8
211,132,8
394,300,8
474,247,8
370,180,8
345,310,8
377,156,8
259,374,8
305,98,8
287,367,8
252,116,8
249,305,8
